Species	Symbol	Ensembl	Family	Protein	Entrez ID
Sus_scrofa	ZNF792	ENSSSCG00000036886	zf-C2H2	ENSSSCP00000035369;ENSSSCP00000055045;	102158403
Sus_scrofa	NR2C1	ENSSSCG00000000902	RXR-like	ENSSSCP00000051301;ENSSSCP00000000965;	100516014
Sus_scrofa	HOMEZ	ENSSSCG00000028190	Homeobox	ENSSSCP00000024229;ENSSSCP00000049200;ENSSSCP00000040682;	100155262
Sus_scrofa	EVX2	ENSSSCG00000023146	Homeobox	ENSSSCP00000023174;	100737516
Sus_scrofa	FOXP4	ENSSSCG00000001619	Fork_head	ENSSSCP00000001754;ENSSSCP00000056617;	100153907
Sus_scrofa	MXD1	ENSSSCG00000008334	bHLH	ENSSSCP00000008896;ENSSSCP00000055446;	100625349
Sus_scrofa	KLF15	ENSSSCG00000036742	zf-C2H2	ENSSSCP00000055779;ENSSSCP00000053217;	100174957
Sus_scrofa	-	ENSSSCG00000035663	zf-C2H2	ENSSSCP00000049525;ENSSSCP00000037437;ENSSSCP00000053199;	102167351
Sus_scrofa	ZNF536	ENSSSCG00000029234	zf-C2H2	ENSSSCP00000035479;ENSSSCP00000047652;ENSSSCP00000022723;ENSSSCP00000025153;ENSSSCP00000045911;	100738519
Sus_scrofa	EBF4	ENSSSCG00000007171	COE	ENSSSCP00000007633;	100523648
Sus_scrofa	ZNF514	ENSSSCG00000031072	zf-C2H2	ENSSSCP00000036899;ENSSSCP00000039174;	100521442
Sus_scrofa	EGR1	ENSSSCG00000014336	zf-C2H2	ENSSSCP00000015247;	100520726
Sus_scrofa	-	ENSSSCG00000040153	HSF	ENSSSCP00000056075;	-
Sus_scrofa	ETV4	ENSSSCG00000017379	ETS	ENSSSCP00000018413;	100516755
Sus_scrofa	BNC2	ENSSSCG00000005180	zf-C2H2	ENSSSCP00000023073;ENSSSCP00000005569;ENSSSCP00000052557;ENSSSCP00000032059;	100513064
Sus_scrofa	ZBED5	ENSSSCG00000033411	zf-BED	ENSSSCP00000059368;	100525805
Sus_scrofa	TFAP2C	ENSSSCG00000007499	AP-2	ENSSSCP00000007991;	100144525
Sus_scrofa	AFF1	ENSSSCG00000023593	AF-4	ENSSSCP00000009837;ENSSSCP00000021074;	100739621
Sus_scrofa	HOXD11	ENSSSCG00000034741	Homeobox	ENSSSCP00000053700;	100738198
Sus_scrofa	MLX	ENSSSCG00000017397	bHLH	ENSSSCP00000018432;ENSSSCP00000046453;	100519270
Sus_scrofa	ZNF470	ENSSSCG00000039914	zf-C2H2	ENSSSCP00000032738;ENSSSCP00000039104;	106510592
Sus_scrofa	MEOX2	ENSSSCG00000015357	Homeobox	ENSSSCP00000016286;	397222
Sus_scrofa	OVOL1	ENSSSCG00000027361	zf-C2H2	ENSSSCP00000056524;ENSSSCP00000022132;	100511364
Sus_scrofa	ZSCAN10	ENSSSCG00000029641	zf-C2H2	ENSSSCP00000027214;	-
Sus_scrofa	ZNF629	ENSSSCG00000007780	zf-C2H2	ENSSSCP00000038156;ENSSSCP00000008308;ENSSSCP00000053779;ENSSSCP00000042229;ENSSSCP00000056309;	100513588
Sus_scrofa	NR5A1	ENSSSCG00000005588	SF-like	ENSSSCP00000047808;	397368
Sus_scrofa	HIVEP2	ENSSSCG00000004138	zf-C2H2	ENSSSCP00000045033;ENSSSCP00000004470;ENSSSCP00000046415;	100525369
Sus_scrofa	BHLHE23	ENSSSCG00000031937	bHLH	ENSSSCP00000042083;	110257491
Sus_scrofa	ZIC3	ENSSSCG00000012705	zf-C2H2	ENSSSCP00000013508;	100156863
Sus_scrofa	ZNF577	ENSSSCG00000038712	zf-C2H2	ENSSSCP00000045730;	-
Sus_scrofa	GLMP	ENSSSCG00000006488	NCU-G1	ENSSSCP00000006915;	100153484
Sus_scrofa	-	ENSSSCG00000016262	SAND	ENSSSCP00000042976;ENSSSCP00000017226;ENSSSCP00000057909;	100516764
Sus_scrofa	KLF11	ENSSSCG00000038643	zf-C2H2	ENSSSCP00000056531;ENSSSCP00000039837;	100174954
Sus_scrofa	BSX	ENSSSCG00000015139	Homeobox	ENSSSCP00000016062;	100738917
Sus_scrofa	ZNF2	ENSSSCG00000008117	zf-C2H2	ENSSSCP00000008667;ENSSSCP00000008666;ENSSSCP00000037443;	100620765
Sus_scrofa	HAND2	ENSSSCG00000031537	bHLH	ENSSSCP00000056856;	100153751
Sus_scrofa	POU3F2	ENSSSCG00000004346	Pou	ENSSSCP00000004690;	-
Sus_scrofa	ZNF134	ENSSSCG00000003984	zf-C2H2	ENSSSCP00000004305;	100512237
Sus_scrofa	ZBTB48	ENSSSCG00000003383	ZBTB	ENSSSCP00000056630;ENSSSCP00000056630;ENSSSCP00000053590;ENSSSCP00000003668;	100518669
Sus_scrofa	ERF	ENSSSCG00000032154	ETS	ENSSSCP00000059324;	-
Sus_scrofa	-	ENSSSCG00000028635	GTF2I	ENSSSCP00000024298;ENSSSCP00000051502;ENSSSCP00000041484;ENSSSCP00000036764;	100620992
Sus_scrofa	-	ENSSSCG00000018029	zf-C2H2	ENSSSCP00000039084;ENSSSCP00000019104;	106504195
Sus_scrofa	SMARCC1	ENSSSCG00000011340	MYB	ENSSSCP00000012093;ENSSSCP00000036553;ENSSSCP00000044722;	100519869
Sus_scrofa	-	ENSSSCG00000040821	HSF	ENSSSCP00000053523;	110257898
Sus_scrofa	HES5	ENSSSCG00000037304	bHLH	ENSSSCP00000053835;	110261433
Sus_scrofa	SRY	ENSSSCG00000037443	HMG	ENSSSCP00000025359;	407740
Sus_scrofa	ZNF521	ENSSSCG00000003715	zf-C2H2	ENSSSCP00000004023;	-
Sus_scrofa	-	ENSSSCG00000023195	zf-C2H2	ENSSSCP00000037321;ENSSSCP00000047493;ENSSSCP00000026474;	102159768
Sus_scrofa	BHLHA9	ENSSSCG00000017802	bHLH	ENSSSCP00000018861;	100521580
Sus_scrofa	THAP7	ENSSSCG00000033301	THAP	ENSSSCP00000054673;ENSSSCP00000032834;ENSSSCP00000039281;	100526013
Sus_scrofa	TFAP4	ENSSSCG00000040215	bHLH	ENSSSCP00000043207;ENSSSCP00000038688;	110259938
Sus_scrofa	IRF1	ENSSSCG00000014277	IRF	ENSSSCP00000015188;ENSSSCP00000033038;ENSSSCP00000057721;	396611
Sus_scrofa	ZBTB17	ENSSSCG00000026103	ZBTB	ENSSSCP00000043025;ENSSSCP00000043025;ENSSSCP00000019237;ENSSSCP00000019237;	100620358
Sus_scrofa	DLX6	ENSSSCG00000033314	Homeobox	ENSSSCP00000057949;ENSSSCP00000044171;	110255474
Sus_scrofa	SOX9	ENSSSCG00000017251	HMG	ENSSSCP00000018278;	396840
Sus_scrofa	PGR	ENSSSCG00000014977	ESR-like	ENSSSCP00000015900;ENSSSCP00000053422;	396805
Sus_scrofa	PROP1	ENSSSCG00000029569	Homeobox	ENSSSCP00000022383;	397280
Sus_scrofa	-	ENSSSCG00000036792	zf-C2H2	ENSSSCP00000052547;ENSSSCP00000033945;	110259662
Sus_scrofa	ZBTB40	ENSSSCG00000026276	zf-C2H2	ENSSSCP00000024673;ENSSSCP00000003823;ENSSSCP00000020716;	102166542
Sus_scrofa	LYL1	ENSSSCG00000024549	bHLH	ENSSSCP00000023306;	100523949
Sus_scrofa	ETV2	ENSSSCG00000002906	ETS	ENSSSCP00000003130;	100622447
Sus_scrofa	IRX5	ENSSSCG00000032145	Homeobox	ENSSSCP00000032113;	100620172
Sus_scrofa	TBX2	ENSSSCG00000027060	T-box	ENSSSCP00000021191;	100622658
Sus_scrofa	PRDM12	ENSSSCG00000005703	zf-C2H2	ENSSSCP00000006110;	100522920
Sus_scrofa	CREB3L4	ENSSSCG00000006560	TF_bZIP	ENSSSCP00000006994;	100142688
Sus_scrofa	-	ENSSSCG00000003326	zf-C2H2	ENSSSCP00000035607;ENSSSCP00000047352;ENSSSCP00000039860;ENSSSCP00000034842;ENSSSCP00000003607;	-
Sus_scrofa	NR1H3	ENSSSCG00000013241	THR-like	ENSSSCP00000040913;ENSSSCP00000058910;ENSSSCP00000049595;ENSSSCP00000036475;ENSSSCP00000014069;ENSSSCP00000055296;	397553
Sus_scrofa	ATF6B	ENSSSCG00000001430	TF_bZIP	ENSSSCP00000001533;ENSSSCP00000030892;	100144516
Sus_scrofa	DMRT2	ENSSSCG00000005233	DM	ENSSSCP00000005625;	100524360
Sus_scrofa	MYSM1	ENSSSCG00000003830	MYB	ENSSSCP00000004144;ENSSSCP00000048457;ENSSSCP00000045029;ENSSSCP00000055457;	100511137
Sus_scrofa	PBX1	ENSSSCG00000006331	Homeobox	ENSSSCP00000006750;ENSSSCP00000049663;ENSSSCP00000046231;ENSSSCP00000035535;	-
Sus_scrofa	FOSL2	ENSSSCG00000032527	TF_bZIP	ENSSSCP00000031868;	100623777
Sus_scrofa	FEV	ENSSSCG00000035988	ETS	ENSSSCP00000051311;	110257031
Sus_scrofa	ESR2	ENSSSCG00000005109	ESR-like	ENSSSCP00000005491;	396697
Sus_scrofa	ELK4	ENSSSCG00000025182	ETS	ENSSSCP00000032355;ENSSSCP00000033955;ENSSSCP00000026183;	100626141
Sus_scrofa	TCF3	ENSSSCG00000013437	bHLH	ENSSSCP00000031523;ENSSSCP00000049477;ENSSSCP00000031902;ENSSSCP00000059151;ENSSSCP00000047600;ENSSSCP00000059135;	100524070
Sus_scrofa	GATAD2B	ENSSSCG00000006562	zf-GATA	ENSSSCP00000006996;ENSSSCP00000052607;ENSSSCP00000046124;	100154740
Sus_scrofa	-	ENSSSCG00000040763	zf-C2H2	ENSSSCP00000056999;ENSSSCP00000032055;ENSSSCP00000046310;	110259338
Sus_scrofa	SOX13	ENSSSCG00000015277	HMG	ENSSSCP00000016200;	100524269
Sus_scrofa	ZNF276	ENSSSCG00000029228	zf-C2H2	ENSSSCP00000032308;ENSSSCP00000024942;	100628034
Sus_scrofa	ZNF513	ENSSSCG00000038626	zf-C2H2	ENSSSCP00000049406;	100739726
Sus_scrofa	ESR1	ENSSSCG00000025777	ESR-like	ENSSSCP00000039928;ENSSSCP00000004415;ENSSSCP00000026750;ENSSSCP00000030835;	397435
Sus_scrofa	BARHL2	ENSSSCG00000006914	Homeobox	ENSSSCP00000007371;	100521190
Sus_scrofa	CRX	ENSSSCG00000003124	TF_Otx	ENSSSCP00000003382;	100520079
Sus_scrofa	TAL2	ENSSSCG00000037867	bHLH	ENSSSCP00000057306;	100154895
Sus_scrofa	RFX5	ENSSSCG00000006625	RFX	ENSSSCP00000034441;ENSSSCP00000047728;ENSSSCP00000007064;ENSSSCP00000033291;ENSSSCP00000057140;ENSSSCP00000044475;	100517711
Sus_scrofa	FOXK1	ENSSSCG00000007576	Fork_head	ENSSSCP00000008096;	100739684
Sus_scrofa	TFDP2	ENSSSCG00000037647	E2F	ENSSSCP00000054570;ENSSSCP00000044975;ENSSSCP00000048217;ENSSSCP00000042257;ENSSSCP00000042522;ENSSSCP00000053001;	100620214
Sus_scrofa	KLF12	ENSSSCG00000025130	zf-C2H2	ENSSSCP00000038093;ENSSSCP00000054109;ENSSSCP00000037982;ENSSSCP00000025558;ENSSSCP00000050435;ENSSSCP00000036016;	100174955
Sus_scrofa	-	ENSSSCG00000040389	zf-C2H2	ENSSSCP00000034929;ENSSSCP00000055902;	-
Sus_scrofa	-	ENSSSCG00000013155	zf-C2H2	ENSSSCP00000046157;ENSSSCP00000013987;	100525558
Sus_scrofa	TRERF1	ENSSSCG00000001639	zf-C2H2	ENSSSCP00000037541;ENSSSCP00000038128;ENSSSCP00000031354;ENSSSCP00000001777;	100153071
Sus_scrofa	DNAJC1	ENSSSCG00000026001	MYB	ENSSSCP00000019768;	100519794
Sus_scrofa	ZFP2	ENSSSCG00000029380	zf-C2H2	ENSSSCP00000032969;ENSSSCP00000026276;ENSSSCP00000050148;	100620238
Sus_scrofa	-	ENSSSCG00000000278	TF_bZIP	ENSSSCP00000000294;ENSSSCP00000052229;ENSSSCP00000020078;ENSSSCP00000053426;ENSSSCP00000037350;	100518609
Sus_scrofa	-	ENSSSCG00000021941	zf-C2H2	ENSSSCP00000008164;ENSSSCP00000034450;ENSSSCP00000019875;	102162731
Sus_scrofa	TBX1	ENSSSCG00000037762	T-box	ENSSSCP00000046361;ENSSSCP00000044104;	110256621
Sus_scrofa	ZFP64	ENSSSCG00000007481	zf-C2H2	ENSSSCP00000007971;ENSSSCP00000030008;	100155190
Sus_scrofa	MYC	ENSSSCG00000005965	bHLH	ENSSSCP00000006374;	-
Sus_scrofa	EGR2	ENSSSCG00000010224	zf-C2H2	ENSSSCP00000010899;	100038004
Sus_scrofa	TFEC	ENSSSCG00000038138	bHLH	ENSSSCP00000053446;	100517204
Sus_scrofa	-	ENSSSCG00000023820	zf-MIZ	ENSSSCP00000020896;	100739821
Sus_scrofa	MYT1	ENSSSCG00000039212	zf-C2HC	ENSSSCP00000036547;ENSSSCP00000035817;	110257406
Sus_scrofa	ZNF687	ENSSSCG00000006627	zf-C2H2	ENSSSCP00000007066;ENSSSCP00000033251;	100517892
Sus_scrofa	ZNF652	ENSSSCG00000017546	zf-C2H2	ENSSSCP00000018594;	100524338
Sus_scrofa	HOXB2	ENSSSCG00000017533	Homeobox	ENSSSCP00000018581;	100521989
Sus_scrofa	-	ENSSSCG00000031485	zf-C2H2	ENSSSCP00000047008;	106508762
Sus_scrofa	-	ENSSSCG00000032969	zf-C2H2	ENSSSCP00000033963;ENSSSCP00000058528;ENSSSCP00000003521;ENSSSCP00000047822;	100517161
Sus_scrofa	HOXB4	ENSSSCG00000017535	Homeobox	ENSSSCP00000018583;	-
Sus_scrofa	CREBZF	ENSSSCG00000014907	TF_bZIP	ENSSSCP00000015829;ENSSSCP00000031521;ENSSSCP00000041378;	100518742
Sus_scrofa	PRDM4	ENSSSCG00000000160	zf-C2H2	ENSSSCP00000032731;ENSSSCP00000021425;ENSSSCP00000000167;	100155716
Sus_scrofa	description:high	ENSSSCG00000032242	HMGA	ENSSSCP00000032411;ENSSSCP00000057425;	100157848
Sus_scrofa	PAX3	ENSSSCG00000028418	PAX	ENSSSCP00000021035;	414901
Sus_scrofa	ZFP82	ENSSSCG00000031915	zf-C2H2	ENSSSCP00000042104;ENSSSCP00000038078;	110255280
Sus_scrofa	HOXA11	ENSSSCG00000016698	Homeobox	ENSSSCP00000017688;	100521236
Sus_scrofa	CEBPG	ENSSSCG00000002867	TF_bZIP	ENSSSCP00000057791;ENSSSCP00000003087;ENSSSCP00000041963;	100525580
Sus_scrofa	CHFR	ENSSSCG00000009732	zf-C2H2	ENSSSCP00000010392;	100155634
Sus_scrofa	ZBTB42	ENSSSCG00000033283	ZBTB	ENSSSCP00000039154;ENSSSCP00000039154;	110258333
Sus_scrofa	EOMES	ENSSSCG00000040057	T-box	ENSSSCP00000036035;	100622125
Sus_scrofa	MAF	ENSSSCG00000040607	TF_bZIP	ENSSSCP00000043232;ENSSSCP00000036605;ENSSSCP00000031789;	106510466
Sus_scrofa	MAFK	ENSSSCG00000007559	TF_bZIP	ENSSSCP00000008072;	100521780
Sus_scrofa	MZF1	ENSSSCG00000031562	zf-C2H2	ENSSSCP00000059484;	110261333
Sus_scrofa	ZNF768	ENSSSCG00000023349	zf-C2H2	ENSSSCP00000027812;	100620993
Sus_scrofa	KMT2C	ENSSSCG00000020663	HMG	ENSSSCP00000019200;ENSSSCP00000048453;ENSSSCP00000050414;ENSSSCP00000040305;ENSSSCP00000051182;ENSSSCP00000023447;ENSSSCP00000039746;ENSSSCP00000042371;	100514805
Sus_scrofa	-	ENSSSCG00000013471	zf-C2H2	ENSSSCP00000020359;	100516355
Sus_scrofa	-	ENSSSCG00000036773	Homeobox	ENSSSCP00000054958;ENSSSCP00000045108;	-
Sus_scrofa	ZNF606	ENSSSCG00000003995	zf-C2H2	ENSSSCP00000057623;ENSSSCP00000004317;ENSSSCP00000055200;	102158443
Sus_scrofa	NKX2-8	ENSSSCG00000001944	Homeobox	ENSSSCP00000002125;	-
Sus_scrofa	-	ENSSSCG00000026164	bHLH	ENSSSCP00000021541;ENSSSCP00000020685;ENSSSCP00000047457;ENSSSCP00000048726;	-
Sus_scrofa	DLX2	ENSSSCG00000015954	Homeobox	ENSSSCP00000016906;	100523029
Sus_scrofa	ETS2	ENSSSCG00000038948	ETS	ENSSSCP00000038432;	100154449
Sus_scrofa	-	ENSSSCG00000036112	HSF	ENSSSCP00000059611;	-
Sus_scrofa	ZNF502	ENSSSCG00000011306	zf-C2H2	ENSSSCP00000032717;ENSSSCP00000012054;	100738134
Sus_scrofa	SRF	ENSSSCG00000001661	SRF	ENSSSCP00000001805;	100155958
Sus_scrofa	RCOR2	ENSSSCG00000013049	MYB	ENSSSCP00000047024;ENSSSCP00000013877;	100526032
Sus_scrofa	-	ENSSSCG00000026662	zf-C2H2	ENSSSCP00000023246;	100620538
Sus_scrofa	RCOR1	ENSSSCG00000002526	MYB	ENSSSCP00000002734;	100155804
Sus_scrofa	ZBTB38	ENSSSCG00000022073	ZBTB	ENSSSCP00000046146;ENSSSCP00000046146;ENSSSCP00000055360;ENSSSCP00000055360;ENSSSCP00000022318;ENSSSCP00000038263;ENSSSCP00000031120;	100337656
Sus_scrofa	THAP5	ENSSSCG00000038158	THAP	ENSSSCP00000034171;	100521761
Sus_scrofa	ZNF827	ENSSSCG00000009037	zf-C2H2	ENSSSCP00000053411;ENSSSCP00000054827;ENSSSCP00000055063;ENSSSCP00000050624;ENSSSCP00000009642;ENSSSCP00000040846;	100523980
Sus_scrofa	HES6	ENSSSCG00000016342	bHLH	ENSSSCP00000017316;	100622397
Sus_scrofa	FOSB	ENSSSCG00000031616	TF_bZIP	ENSSSCP00000033318;	-
Sus_scrofa	PLAGL2	ENSSSCG00000007243	zf-C2H2	ENSSSCP00000052894;ENSSSCP00000031933;ENSSSCP00000007711;	100624021
Sus_scrofa	FOXN3	ENSSSCG00000002429	Fork_head	ENSSSCP00000054174;ENSSSCP00000002629;ENSSSCP00000043875;ENSSSCP00000032316;ENSSSCP00000050779;	733584
Sus_scrofa	ZNF555	ENSSSCG00000013469	zf-C2H2	ENSSSCP00000014317;ENSSSCP00000037741;	110259371
Sus_scrofa	CEBPA	ENSSSCG00000002866	TF_bZIP	ENSSSCP00000003086;	397307
Sus_scrofa	CLOCK	ENSSSCG00000008909	bHLH	ENSSSCP00000009505;ENSSSCP00000047899;ENSSSCP00000042977;ENSSSCP00000039247;ENSSSCP00000031676;ENSSSCP00000009503;	100628097
Sus_scrofa	ZNF668	ENSSSCG00000007767	zf-C2H2	ENSSSCP00000008295;	100523433
Sus_scrofa	ZFP57	ENSSSCG00000001247	zf-C2H2	ENSSSCP00000001330;	100141415
Sus_scrofa	GATA5	ENSSSCG00000007538	zf-GATA	ENSSSCP00000008051;	100158102
Sus_scrofa	NFIB	ENSSSCG00000005190	CTF/NFI	ENSSSCP00000005579;ENSSSCP00000033200;ENSSSCP00000059335;ENSSSCP00000039063;ENSSSCP00000050296;	100155995
Sus_scrofa	PROX2	ENSSSCG00000002373	HPD	ENSSSCP00000002571;	-
Sus_scrofa	POU6F2	ENSSSCG00000037764	Pou	ENSSSCP00000034687;ENSSSCP00000033338;ENSSSCP00000047750;ENSSSCP00000045230;	-
Sus_scrofa	GBX1	ENSSSCG00000032249	Homeobox	ENSSSCP00000049315;	100625616
Sus_scrofa	SP7	ENSSSCG00000034328	zf-C2H2	ENSSSCP00000052812;ENSSSCP00000037890;	404701
Sus_scrofa	UBP1	ENSSSCG00000011235	CP2	ENSSSCP00000044508;ENSSSCP00000011983;	100512254
Sus_scrofa	C11orf95	ENSSSCG00000031666	zf-BED	ENSSSCP00000039892;	-
Sus_scrofa	NFE2L2	ENSSSCG00000015987	TF_bZIP	ENSSSCP00000050058;ENSSSCP00000016939;	100516343
Sus_scrofa	VSX1	ENSSSCG00000023887	Homeobox	ENSSSCP00000023121;	100620386
Sus_scrofa	PRRX1	ENSSSCG00000031503	Homeobox	ENSSSCP00000037781;ENSSSCP00000043169;	100738910
Sus_scrofa	NKX2-3	ENSSSCG00000010538	Homeobox	ENSSSCP00000011227;	100152347
Sus_scrofa	POU5F2	ENSSSCG00000036467	Pou	ENSSSCP00000037773;	-
Sus_scrofa	DMTF1	ENSSSCG00000015393	MYB	ENSSSCP00000031950;ENSSSCP00000044790;ENSSSCP00000016320;ENSSSCP00000042023;ENSSSCP00000055805;	100521327
Sus_scrofa	UBTF	ENSSSCG00000017360	HMG	ENSSSCP00000037463;ENSSSCP00000035767;ENSSSCP00000055410;ENSSSCP00000058812;ENSSSCP00000046692;ENSSSCP00000032162;ENSSSCP00000018395;ENSSSCP00000043587;	100621582
Sus_scrofa	NR0B1	ENSSSCG00000012199	Miscellaneous	ENSSSCP00000012986;	397680
Sus_scrofa	HMG20B	ENSSSCG00000040421	HMG	ENSSSCP00000047897;ENSSSCP00000031815;ENSSSCP00000045693;	110259365
Sus_scrofa	ZBTB41	ENSSSCG00000010897	ZBTB	ENSSSCP00000054973;ENSSSCP00000054973;ENSSSCP00000011616;	100627731
Sus_scrofa	ZNF554	ENSSSCG00000038635	zf-C2H2	ENSSSCP00000039161;	-
Sus_scrofa	BHLHA15	ENSSSCG00000038489	bHLH	ENSSSCP00000052490;	100626975
Sus_scrofa	MTA2	ENSSSCG00000013062	zf-GATA	ENSSSCP00000013892;ENSSSCP00000049041;	100515941
Sus_scrofa	TCF7	ENSSSCG00000030680	HMG	ENSSSCP00000034638;ENSSSCP00000027825;	100512951
Sus_scrofa	ZBTB4	ENSSSCG00000026636	ZBTB	ENSSSCP00000050367;ENSSSCP00000050367;ENSSSCP00000025771;ENSSSCP00000025771;	-
Sus_scrofa	HOXB3	ENSSSCG00000017534	Homeobox	ENSSSCP00000018582;	-
Sus_scrofa	DNAJC2	ENSSSCG00000015423	MYB	ENSSSCP00000016353;	100514533
Sus_scrofa	ZNF213	ENSSSCG00000007967	zf-C2H2	ENSSSCP00000008506;	106509714
Sus_scrofa	SOX5	ENSSSCG00000000567	HMG	ENSSSCP00000000596;ENSSSCP00000000595;	100627965
Sus_scrofa	ZNF770	ENSSSCG00000004799	zf-C2H2	ENSSSCP00000005168;	100514616
Sus_scrofa	-	ENSSSCG00000033351	zf-C2H2	ENSSSCP00000052835;ENSSSCP00000052433;	110261320
Sus_scrofa	-	ENSSSCG00000037023	zf-C2H2	ENSSSCP00000032322;	-
Sus_scrofa	ZKSCAN2	ENSSSCG00000007823	zf-C2H2	ENSSSCP00000025889;ENSSSCP00000028086;	100520899
Sus_scrofa	ARID3C	ENSSSCG00000010971	ARID	ENSSSCP00000011700;	100524334
Sus_scrofa	ELF3	ENSSSCG00000010922	ETS	ENSSSCP00000011646;	100524949
Sus_scrofa	SP5	ENSSSCG00000038355	zf-C2H2	ENSSSCP00000035212;	100621662
Sus_scrofa	GRHL3	ENSSSCG00000003539	CP2	ENSSSCP00000003840;ENSSSCP00000052472;	100521975
Sus_scrofa	-	ENSSSCG00000032650	PC4	ENSSSCP00000047901;	110257216
Sus_scrofa	ONECUT1	ENSSSCG00000004616	CUT	ENSSSCP00000004973;	100152052
Sus_scrofa	ATF3	ENSSSCG00000015595	TF_bZIP	ENSSSCP00000028980;ENSSSCP00000016534;	100738612
Sus_scrofa	NFATC1	ENSSSCG00000004856	RHD	ENSSSCP00000057592;ENSSSCP00000040717;ENSSSCP00000005229;ENSSSCP00000044444;ENSSSCP00000046817;ENSSSCP00000005230;	397318
Sus_scrofa	CIC	ENSSSCG00000003030	HMG	ENSSSCP00000003278;	-
Sus_scrofa	ZNF143	ENSSSCG00000022070	zf-C2H2	ENSSSCP00000022191;	100626411
Sus_scrofa	PIAS1	ENSSSCG00000004958	zf-MIZ	ENSSSCP00000024159;ENSSSCP00000005333;	100519005
Sus_scrofa	ZFP62	ENSSSCG00000014539	zf-C2H2	ENSSSCP00000036473;ENSSSCP00000015472;	100524927
Sus_scrofa	ZBTB45	ENSSSCG00000035664	ZBTB	ENSSSCP00000037371;ENSSSCP00000037371;ENSSSCP00000031622;ENSSSCP00000031622;	110261335
Sus_scrofa	IRX4	ENSSSCG00000017112	Homeobox	ENSSSCP00000018129;	100519749
Sus_scrofa	-	ENSSSCG00000003243	zf-C2H2	ENSSSCP00000050732;ENSSSCP00000035462;ENSSSCP00000003520;	100624217
Sus_scrofa	ASCL1	ENSSSCG00000034557	bHLH	ENSSSCP00000045933;	110260783
Sus_scrofa	-	ENSSSCG00000035527	zf-C2H2	ENSSSCP00000038790;	-
Sus_scrofa	-	ENSSSCG00000032881	Homeobox	ENSSSCP00000031812;	-
Sus_scrofa	-	ENSSSCG00000017897	zf-C2H2	ENSSSCP00000018959;	-
Sus_scrofa	-	ENSSSCG00000037257	zf-C2H2	ENSSSCP00000059026;	110261313
Sus_scrofa	MYF6	ENSSSCG00000026533	bHLH	ENSSSCP00000001001;	397005
Sus_scrofa	ATOH8	ENSSSCG00000008230	bHLH	ENSSSCP00000008787;	100523367
Sus_scrofa	IRX6	ENSSSCG00000002830	Homeobox	ENSSSCP00000003050;	100518430
Sus_scrofa	TAL1	ENSSSCG00000035847	bHLH	ENSSSCP00000036253;	100521731
Sus_scrofa	description:POU	ENSSSCG00000001393	Pou	ENSSSCP00000001474;	100127461
Sus_scrofa	NR1H4	ENSSSCG00000000875	THR-like	ENSSSCP00000000938;ENSSSCP00000045751;ENSSSCP00000037758;	100153960
Sus_scrofa	-	ENSSSCG00000038241	Homeobox	ENSSSCP00000045205;	-
Sus_scrofa	-	ENSSSCG00000031589	zf-C2H2	ENSSSCP00000043070;ENSSSCP00000047097;ENSSSCP00000051887;	100152623
Sus_scrofa	NKX2-6	ENSSSCG00000028064	Homeobox	ENSSSCP00000020243;ENSSSCP00000039112;ENSSSCP00000041493;	100738597
Sus_scrofa	ZNF319	ENSSSCG00000002808	zf-C2H2	ENSSSCP00000036424;	102160889
Sus_scrofa	HNF1B	ENSSSCG00000022417	Homeobox	ENSSSCP00000028034;	397002
Sus_scrofa	GCM1	ENSSSCG00000032538	GCM	ENSSSCP00000035468;	414910
Sus_scrofa	NCOR1	ENSSSCG00000018039	MYB	ENSSSCP00000019114;	100628075
Sus_scrofa	ZNF333	ENSSSCG00000013786	zf-C2H2	ENSSSCP00000039168;ENSSSCP00000014658;	100516595
Sus_scrofa	TBX18	ENSSSCG00000004290	T-box	ENSSSCP00000004635;	100152747
Sus_scrofa	ELF5	ENSSSCG00000013301	ETS	ENSSSCP00000059553;ENSSSCP00000014134;	100510890
Sus_scrofa	ZBTB32	ENSSSCG00000002908	ZBTB	ENSSSCP00000036366;ENSSSCP00000036366;	100627119
Sus_scrofa	-	ENSSSCG00000038327	zf-C2H2	ENSSSCP00000035853;ENSSSCP00000050178;ENSSSCP00000039227;ENSSSCP00000042866;	110261312
Sus_scrofa	-	ENSSSCG00000034271	HSF	ENSSSCP00000047435;	110257871
Sus_scrofa	-	ENSSSCG00000033564	zf-C2H2	ENSSSCP00000032532;ENSSSCP00000045580;	-
Sus_scrofa	ARID4B	ENSSSCG00000010156	ARID	ENSSSCP00000041266;ENSSSCP00000044184;ENSSSCP00000048429;ENSSSCP00000050943;ENSSSCP00000057958;ENSSSCP00000010832;	100154004
Sus_scrofa	ZBTB10	ENSSSCG00000006155	ZBTB	ENSSSCP00000006566;ENSSSCP00000006566;	100151888
Sus_scrofa	ZNF135	ENSSSCG00000021888	zf-C2H2	ENSSSCP00000031303;ENSSSCP00000048100;ENSSSCP00000022405;ENSSSCP00000051044;	102159974
Sus_scrofa	GLIS3	ENSSSCG00000005224	zf-C2H2	ENSSSCP00000005615;	100523225
Sus_scrofa	ZNF239	ENSSSCG00000029576	zf-C2H2	ENSSSCP00000025553;ENSSSCP00000038486;ENSSSCP00000037578;ENSSSCP00000033248;ENSSSCP00000033247;	100153356
